情感分数 = -19.865002	يېغىرىمنى=N=يېغىر تاتلاپ=V=تاتلا بىزنىڭ=P=بىز مىللەتتە=N=مىللەت ئوغرى=A=ئوغرى يوق=A=يوق تىلەمچى=A=تىلەمچى يوق=A=يوق دېگەندەك=V=دە گەپلەرنى=N=گەپ سۆرەپ=V=سۆرە چىقىپ=V=چىق تازا=D=تازا ئاچچىقىمنى=A=ئاچچىق كەلتۈردى=V=كەل قۇدرەتلىك=A=قۇدرەتلىك ئاللاھ=N=ئاللاھ بىلىدۇ=V=بىل ھەممىنى=P=ھەممە نەچچە=P=نەچچە كۈن=N=كۈن قاتتىق=A=قاتتىق ئاچچىق=A=ئاچچىق يەۋالدىم=V=يە دېسە=V=دە
情感分数 = -5.0	بۈگۈن=N=بۈگۈن كۆڭلۈم=N=كۆڭۈل بەك=D=بەك يېرىم=A=يېرىم !=N=!
情感分数 = -5.0	خوتەندىكى=N=خوتەن قاتناش=N=قاتناش ئەڭ=D=ئەڭ قىستاڭچىلىق=A=قىستاڭچىلىق كوچىغۇ=V=كوچا بۇ=P=بۇ ؟=V=؟
情感分数 = -5.0	باغداش=N=باغداش تورىنىڭ=N=تور تاقىلىپ=V=تاقا قالغانلىقىنى=V=قال ئاڭلاپ=V=ئاڭلا كۆڭلۈم=N=كۆڭۈل ئىنتايىن=D=ئىنتايىن يېرىم=A=يېرىم بولدى=V=بول
情感分数 = -5.0	مەن=P=مەن بەك=D=بەك دۆت=A=دۆت ئوخشايمەن=V=ئوخشا
情感分数 = -5.0	قۇتۇلالما=V=قۇتۇل مەڭگۈ=D=مەڭگۈ مەينەت=A=مەينەت بىر=M=بىر بەرەستىن=N=بەرەس دەپ=V=دە قارغايمىز=N=قارغا سىنى=N=سەن ھەردەم=N=ھەردەم ھەر=P=ھەر نەپەستە=N=نەپەس
情感分数 = -5.0	بولۋاتقان=V=بول ئىشلار=N=ئىش مېنى=P=مەن بەك=D=بەك چارچاتتى=V=چارچا !=N=!
情感分数 = -5.0	پۇل=N=پۇل يوق=V=يوق پۇل=N=پۇل يوق=V=يوق ئاق=A=ئاق بۈركۈتكە=N=بۈركۈت يېڭى=A=يېڭى كەلدى=V=كەل بىز=P=بىز نامراتچىلىق=A=نامرات ھۆكۈم=N=ھۆكۈم سۈرمەكتە=V=سۈر ھوجو=E=ھوجو !=N=!
情感分数 = -5.0	بىر=M=بىر پارچە=Q=پارچە خەتمۇ=N=خەت كىشنى=N=كىش ھەجەپ=D=ھەجەپ بىئارام=A=بىئارام قىلىۋىتەلەيدىكىنا=N=قىل ئۇف=E=ئۇف
情感分数 = -5.0	يەنىلا=D=يەنىلا شۇ=P=شۇ تۇرمۇش=N=تۇرمۇش غېمى=N=غام .=N=. ھەجەپ=N=ھەجەپ بىكار=A=بىكار بوپ=V=بول بولغىلى=V=بول بولمىدى=V=بول .=N=.
情感分数 = -5.0	بۈگۈن=N=بۈگۈن ئەمما=R=ئەمما ماۋۇ=P=ماۋۇ مەكتەپ=N=مەكتەپ سىمسىز=A=سىمسىز تورى=N=تور بەك=D=بەك جىلە=N=جىلە قىلدى=V=قىل .=N=.
情感分数 = -5.0	كىنولادا=N=كىنولا FBI=A=FBI نىڭ=X=نىڭ خادىملىرىنى=N=خادىم شۇنداق=P=شۇنداق يامان=A=يامان چىقىراتتى=V=چىق ئەمەلىيەتتا=N=ئەمەلىيەت تايىنلىق=A=تايىنلىق ئىكەنغۇ=N=ئىكەن !=N=!
情感分数 = -5.0	يەنە=D=يەنە تەكشۈرۈپ=V=تەكشۈر كىلدىكەن=N=كەل ،=N=، ھەجەپ=N=ھەجەپ ئۆچ=A=ئۆچ بولدۇم=V=بول
情感分数 = -5.0	نېمىدىگەن=V=نېمىدىگەن ئالدىراشچىلىق=A=ئالدىراشچىلىق كۈن=N=كۈن بۇ=P=بۇ يېتىشەلمەيلا=V=يېتىش قالدىمغۇ=V=قال ؟=N=؟
情感分数 = -5.0	ئويلىساملا=V=ئويلا ئىچىم=N=ئىچ ئاچچىق=A=ئاچچىق بولىدۇ=V=بول ئەمدىلا=D=ئەمدى ئايلىق=A=ئايلىق بولغان=V=بول بۇۋاقنىڭ=N=بۇۋاق يا=N=يا ئانا=N=ئانا سۈتى=N=سۈت ئەممەي=V=ئەم يا=N=يا باشقا=A=باشقا ئوزۇقلۇق=N=ئوزۇقلۇق ئەممەي=V=ئەم تاماقنىمۇ=N=تاماق كۈندە=N=كۈندە بىرلا=M=بىر قىتىم=N=قىتىم ئازراقلا=A=ئاز يىيىشى=V=يىيىش پەقەت=D=پەقەت سوغۇق=A=سوغۇق چاي=N=چاي ئىمىپ=V=ئىم !=N=!
情感分数 = -5.0	نېمىدىگەن=P=نېمىدىگەن ئاۋارىچىلىق=A=ئاۋارىچىلىق كۈنلەر=N=كۈن بۇ=P=بۇ ؟=V=؟
情感分数 = -5.0	ھەي=E=ھەي بەزى=P=بەزى ئىشلارغا=N=ئىش ئادەمنىڭ=N=ئادەم پەقەت=D=پەقەت چىداپ=V=چىدا تۇرغىسى=N=تۇرغا كەلمەيدۇ=V=كەل
情感分数 = -5.0	بالىلىرىمىز=N=بالا بېشىدىكى=N=باش ئىككى=M=ئىككى چوڭ=A=چوڭ خەۋپ=N=خەۋپ ئەخلەت=A=ئەخلەت يېمەكلىك=N=يېمەكلىك ئەخلەت=A=ئەخلەت مائارىپ=N=مائارىپ
情感分数 = -5.0	كۆڭلۈم=N=كۆڭۈل ئەجەپ=D=ئەجەپ يېرىم=A=يېرىم بولدى=V=بول
情感分数 = -5.0	گۇدۈكنىڭ=N=گۇدۈك سۈرئىتى=N=سۈرئەت بەك=D=بەك ئاستىكەن=A=ئاستا مەيدانغا=N=مەيدان بەك=D=بەك تەستە=A=تەس كىرىدۇ=V=كىر
情感分数 = -5.0	ھازىر=P=ھازىر يەكەندە=N=يەكەن ھۇشقايتىپ=V=ھۇشقايتىپ سېرىق=A=سېرىق بوران=N=بوران چىقىپ=V=چىق توپا=N=توپا يىغىپ=V=ياغ پىشقان=V=پىش ئۈجمە=N=ئۈجمە ۋە=R=ۋە توڭ=A=توڭ غورىلارنى=N=غورا تۆكىۋەتتى=V=تۆك ئاندىن=R=ئاندىن توپا=N=توپا بوانلىق=N=بوان يامغۇرغا=N=يامغۇر ئالماشتى=V=ئالماش
情感分数 = -5.0	بەك=D=بەك بىزار=N=بىزار بولدۇم=V=بول دەيمەن=V=دە .=N=.
情感分数 = -5.0	ھەجەپ=N=ھەجەپ بىسەرەمجان=A=بىسەرەمجان قىلدى=V=قىل ما=N=ما گۈدۈك=N=گۈدۈك
情感分数 = -5.0	كىرىشتۈرگەن=V=كىرىشتۈر رەسىم=N=رەسىم بەكلا=D=بەك چېنىپ=V=چان قاپتۇ=V=قال ۋاي=E=ۋاي ئىسىت=E=ئىسىت
情感分数 = -5.0	مەن=P=مەن دېمەي=V=دە بەك=D=بەك سەت=A=سەت تۇرغۇدەك=V=تۇر
情感分数 = -5.0	ئاجايىپ=A=ئاجايىپ ساراڭ=A=ساراڭ بالىكەن=N=بالا ماۋۇ=P=ماۋۇ
情感分数 = -5.0	بۈگۈن=N=بۈگۈن ھەجەپ=N=ھەجەپ سوغۇق=A=سوغۇق بولدى=V=بول
情感分数 = -5.0	كونا=A=كونا تەرجىمىنى=N=تەرجىمە سېتىۋېلىشنى=V=سات تەشەببۇس=N=تەشەببۇس قىلىمەن=V=قىل ئاز=A=ئاز كۈندىن=N=كۈن كىيىن=D=كىيىن ئۇمۇ=P=ئۇ قانۇنسىز=A=قانۇنسىز دىنىي=N=دىن بۇيۇملار=N=بۇيۇم قاتارىدا=N=قاتار كۆيدۈرىلىدۇ=V=كۆي ياكى=R=ياكى يانجىلىدۇ=V=يانجىل
情感分数 = -4.995	مەن=P=مەن گەرچە=V=گەرچە قوش=A=قوش تىلنى=N=تىل بەك=D=بەك بىلىپ=V=بىل كەتمىسەممۇ=V=كەت مۇشۇ=P=مۇشۇ قوش=A=قوش تىل=N=تىل دېگەن=V=دە نەرسىگە=N=نەرسە بەك=D=بەك ئۆچ=A=ئۆچ
情感分数 = -4.86	ھېجرانلىققا=N=ھېجران مەھكۇم=A=مەھكۇم ۋوگزال=N=ۋوگزال تەلمۈرۈپ=V=تەلمۈر تېشىلەر=V=تەش كۆزلەر=N=كۆز يىراقتىن=A=يىراق گۈدۈك=N=گۈدۈك ئاۋازى=N=ئاۋاز نىگارنىڭ=N=نىگار ھىدىنى=N=ھىد سۆزلەر=V=سۆزلە
情感分数 = -4.86	نەق=A=نەق ئۆزى=P=ئۆز ،=V=، مۇشۇنداق=P=مۇشۇنداق قىلىپ=V=قىل بىزنى=P=بىز چۈشكۈنلۈكتىن=V=چۈشكۈن باش=N=باش كۆتىرەلمەس=N=كۆتىرەلمەس قىلىدۇ=V=قىل ،=N=، مىللەت=N=مىللەت ئاق=A=ئاق بولدى=V=بول ،=N=، كۆك=A=كۆك بولدى=V=بول دەپ=V=دە يۈرۈكئالدى=N=يۈرەكئالدى قىلىشتىن=V=قىل باشقىسى=A=باشقا قولىدىن=N=قول كەلمەيدۇ=V=كەل ئۇنىڭ=P=ئۇنىڭ .=V=.
情感分数 = -4.86	ھەي=E=ھەي دوسلار=V=دوس سىلەرنىڭ=P=سىلەر بۇ=Y=بۇ گۈدۈكتىن=N=گۈدۈك خۇشۇڭلار=N=خۇش كەتتىمۇ=V=كەت نىمىشقا=P=نىمىشقا ھىچقايسىڭلار=V=ھىچقايسى گەپ=N=گەپ قىلمايسىلەر=V=قىل ؟=N=؟
情感分数 = -4.86	ئاچچىقلىنىش=V=ئاچچىق باشقىلارنىڭ=A=باشقا خاتالىقىغا=A=خاتا ئۆزىنى=P=ئۆز جازالىغانلىق=V=جازا
情感分数 = -4.86	ئۇلار=P=ئۇلار بۇ=Y=بۇ نۇمۇسقا=N=نۇمۇس چىداپ=V=چىدا قانداق=P=قانداق ياشاۋاتقاندۇ=V=ياشا !=N=!
情感分数 = -4.86	قايتىپ=V=قايت كېلىپ=V=كەل قېپىنى=N=قاپ ئېچىپ=V=ئاچ قارىسام=V=قارا ھەممىسى=P=ھەممە پىلاستىك=V=پىلاستىك ماتىرىيال=N=ماتىرىيال ئىكەن=V=ئىكەن ھەم=R=ھەم شۇنداق=P=شۇنداق سەت=A=سەت ،=N=، ھەم=R=ھەم ياخشى=A=ياخشى چىقمايدىكەن=V=چىق
情感分数 = -4.86	بىر=M=بىر قىسىم=N=قىسىم مۇنبەرنڭ=N=مۇنبەر مەسئۇللىرىنىڭ=N=مەسئۇل تېتىقسىزلىقىنى=N=تېتىقسىز ئادەمنىڭ=N=ئادەم ئويلىغۇسىمۇ=N=ئويلا كەلمەيدۇ=V=كەل ،=N=، ۋاي=N=ۋاي توۋا=N=توۋا ئىنكاسنىمۇ=N=ئىنكاس تەستىقلاپ=V=تەستىقلا نىمانچە=N=نىمان ئۇۋال=N=ئۇۋال
情感分数 = -4.86	بىچارىنىڭ=A=بىچارە بېشى=N=باش سەت=A=سەت يېرىلىپ=V=يېرىل كەتتى=V=كەت
情感分数 = -4.86	چۈنكى=R=چۈنكى ھازىر=D=ھازىر تىلىمىز=N=تىل ھەرقانداق=P=ھەرقانداق بىر=M=بىر دەۋردىكىدىنمۇ=N=دەۋر ئېغىر=A=ئېغىر خىرىسقا=N=خىرىس ئۇچراۋاتقان=V=ئۇچرا مەزگىلدە=N=مەزگىل ئىملا=N=ئىملا ئۆزگەرتىش=V=ئۆزگەرت ئۇيغۇرلار=N=ئۇيغۇر ئارسىدا=N=ئار تىل=N=تىل قالايمىقانچىلىقى=N=قالايمىقان كەلتۈرۈپ=V=كەل چىقىرىدۇ=V=چىق .=N=.
情感分数 = -4.86	ئارزۇلار=N=ئارزۇ سۈكۈت=N=سۈكۈت ئىچىدە=N=ئىچى كۈتۈش=V=كۈت بىلەن=R=بىلەن ئەمەس=V=ئەمەس ،=N=، پۇت=N=پۇت ۋە=R=ۋە قولدىكى=N=قول مەھكۇملۇق=N=مەھكۇم زەنجىرىنى=N=زەنجىر چېقىپ=V=چاق تاشلاپ=V=تاشلا تەقدىرىڭ=N=تەقدىر ئۈچۈن=R=ئۈچۈن كۆرەش=N=كۆرەش قىلىش=V=قىل بىلەن=R=بىلەن رىئالىققا=N=رىئالىق ئايلىنىدۇ=V=ئايلان .=N=.
情感分数 = -4.86	ھازىر=D=ھازىر جەمىيەتتە=N=جەمىيەت ئەخلەت=A=ئەخلەت ساندۇقىغا=N=ساندۇق ئوخشاش=A=ئوخشاش تېشى=N=تاش سېرلىق=N=سېرلىق ئىچى=N=ئىچ سېسىقلار=A=سېسىق كۆپيىپ=V=كۆپەي كېتىۋاتىدۇ=V=كەت
情感分数 = -4.86	ما=N=ما خەتنىڭ=N=خەت نۇسخىسىغا=N=نۇسخا قارىغانسېرى=V=قارا ئادەم=N=ئادەم بىئارام=A=بىئارام بولۇپ=V=بول كېتىدىكىنا=V=كەت
情感分数 = -4.5750003	بۇنداق=P=بۇنداق قىلسىڭىز=V=قىل ئۆزىڭىزنى=P=ئۆز ۋەيران=A=ۋەيران قىلىپلا=V=قىل قالماي=V=قال ئۆزىڭىزنى=P=ئۆز سۆيىدىغان=V=سۆي ئادەملەرنى=N=ئادەم تېخىمۇ=D=تېخىمۇ ئازاپتا=A=ئازاپ قويىسىز=V=قوي
情感分数 = -4.57	بەخت=N=بەخت ئىچىدە=N=ئىچى تۇرۇپ=V=تۇر بەخىتلىكلىكىنى=N=بەخىت سەزمىگەنلىك=V=سەز بۇ=P=بۇ بەك=D=بەك ئېچىنىشلىق=A=ئېچىنىشلىق ئىش=N=ئىش
情感分数 = -4.57	ھەرقايسىڭنىڭ=V=ھەرقايسى نېمە=P=نېمە ئويلاۋاتقىنىنى=V=ئويلا بىلمەيدۇ=V=بىل دېيىشەمسەن=N=دە ،=N=،
情感分数 = -4.5699997	سوغۇق=A=سوغۇق جەمئىيەتنىڭ=N=جەمئىيەت ئىنسانلىرى=V=ئىنسانلىرى ھەم=R=ھەم سوغۇق=A=سوغۇق كېلىدۇ=V=كەل ئاللاھىم=N=ئاللاھ ،=V=، بۇ=P=بۇ سوغۇق=A=سوغۇق بىزگە=P=بىز ئۆتۈپ=V=ئۆت كەتمىگەي=V=كەت !=N=!
情感分数 = -4.5	ئۆزىمىزنىڭ=P=ئۆز ھالى=N=ھال ئۇنچىۋالا=P=ئۇنچىۋالا بەك=D=بەك ياخشى=A=ياخشى ئەمەس=V=ئەمەس شۇ=P=شۇ تاپ=V=تاپ
情感分数 = -4.4300003	بۈگۈن=M=بۈگۈن مەن=P=مەن تۇرغان=V=تۇر بۇ=P=بۇ دىياردا=N=دىيار يامغۇر=N=يامغۇر يېغىۋاتىدۇ=V=ياغ مەن=P=مەن ھەر=N=ھەر قېتىم=M=قېتىم يامغۇر=N=يامغۇر ياغسا=V=ياغ شېئىرىي=N=شېئىر تۇيغۇغا=N=تۇيغۇ چۆمەتتىم=V=چۆم لېكىن=R=لېكىن بۇ=P=بۇ قېتىم=M=قېتىم ئۇنداق=P=ئۇنداق قىلالمىدىم=V=قىل چۈنكى=R=چۈنكى تالادا=N=تالا يۈرۈپ=V=يۈر بەكلا=D=بەك توڭۇپ=V=توڭ كەتتىم=V=كەت
情感分数 = -4.4300003	ھاياتلىقتىكى=N=ھاياتلىق قىلغۇڭ=N=قىل يوق=A=يوق تۇرۇپمۇ=V=تۇر قىلىدىغان=V=قىل ئىشلار=N=ئىش مەسئۇلىيەت=N=مەسئۇلىيەت ،=N=، قىلغۇڭ=N=قىل بولسىمۇ=V=بول قىلالمايدىغان=V=قىل ئىشلار=N=ئىش تەقدىردۇر=N=تەقدىر يېتىپ=V=يات ئۆلگۇچە=N=ئۆلگۇ ئېتىپ=V=ئات ئۆل=V=ئۆل .=N=.
情感分数 = -4.4300003	شۇنداق=P=شۇنداق زېرىكىشلىك=A=زېرىك ھېس=N=ھېس قىلىپ=V=قىل كېتىپ=V=كەت بارىمەن=V=بار دېسە=V=دە
情感分数 = -4.4300003	ئادىل=A=ئادىل تاپشۇرۇق=N=تاپشۇرۇق دەپتىرىڭدىكى=N=دەپتەر خەتلىرىڭ=N=خەت نېمانچە=D=نېمانچە سەت=A=سەت ۋە=R=ۋە رەتسىز=A=رەتسىز قارىغىنا=V=قارا !=N=!
情感分数 = -4.4300003	ۋاي=E=ۋاي بۇ=P=بۇ دېلو=N=دېلو نېمانداق=D=نېمانداق مۇرەككەپلىشىپ=A=مۇرەككەپ كەتتى=V=كەت
情感分数 = -4.4300003	بىلوگ=N=بىلوگ بېسىم=N=بېسىم بولۇۋاتىدۇ=V=بول جۇمۇ=D=جۇمۇ راستتىنلا=D=راستتىنلا قىلىۋاتقان=V=قىل ئىشىم=N=ئىش ئەسلى=A=ئەسلى ئالدىراش=A=ئالدىراش بىلوگ=N=بىلوگ ھەپتە=N=ھەپتە تاشلىنىپ=V=تاشلا قېلىۋېدى=V=قال كۆڭلۈم=N=كۆڭۈل بىر=M=بىر خىللا=N=خىل بولۇپ=V=بول قالدى=V=قال
情感分数 = -4.4300003	20=N=20 يىل=N=يىل ئاۋۋالقى=A=ئاۋۋال مۇدھىش=A=مۇدھىش زۇلمەتلىك=A=زۇلمەت دەۋىرگە=N=دەۋىر قايتىپ=V=قايت كېتىدۇ=V=كەت ،=V=، شۇنداق=P=شۇنداق بولىشنى=V=بول ئۈمىد=N=ئۈمىد قىلامسىز=V=قىل بەگ=N=بەگ ؟=N=؟
情感分数 = -4.4300003	مىللىتىمىزگە=N=مىللەت سالمىغان=V=سال يەنە=D=يەنە قانداق=P=قانداق پىكىر=N=پىكىر ئىختىلاپىڭىز=N=ئىختىلاپ بار=A=بار ؟=N=؟
情感分数 = -4.4300003	بۇ=P=بۇ ئىشلار=N=ئىش بەزىدە=P=بەزىدە شۇنچە=P=شۇنچە ھار=N=ھار كىلىدۇكى=N=كىلىدۇك ،=N=، چىشلارنى=N=چىش غۇچۇرلىتىپ=V=غۇچۇرلات مۇشلارنى=N=مۇش تۈگگەن=N=تۈگ پىتى=N=پېتى ئۆزىڭىزنى=P=ئۆز ئاران=D=ئاران توختىتىپ=V=توختا قالىسىز=V=قال .=N=.
情感分数 = -4.4300003	شەرەپسىزلەر=A=شەرەپسىز ئۆز=P=ئۆز خەلقىڭنىڭ=N=خەلىق ئېتقادى=N=ئېتقاد ھەم=R=ھەم ئۆرپ_ئادىتىگە=N=ئۆرپ_ئادەت ھۆرمەت=N=ھۆرمەت قىلىشمىغاندىكى=V=قىل ئاللاھ=N=ئاللاھ سوداڭنى=N=سودا يەر=N=يەر بىلەن=R=بىلەن يەكسان=A=يەكسان قىلغۇيدى=V=قىل
情感分数 = -4.4300003	ۋاقىت=N=ۋاقىت بەكلا=D=بەك تېز=A=تېز ،=N=، بەكلا=D=بەك بەرىكەتسىز=N=بەرىكەتسىز ئۆتۈپ=V=ئۆت كېتىۋاتقاندەك=V=كەت
情感分数 = -4.43	يېزا=N=يېزا سېكرتارىنىڭ=N=سېكرتار ساپاسى=N=ساپا بەك=D=بەك تۆۋەن=A=تۆۋەن .=N=.
情感分数 = -4.43	ئوقۇش=V=ئوقۇ پۈتتۈرۈش=V=پۈت ھەجەپ=N=ھەجەپ تەس=A=تەس كەلدى=V=كەل
情感分数 = -4.43	ئاقىللىقىڭىزدىن=N=ئاقىل ئايلىناي=N=ئايلىناي ،=V=، بۇ=P=بۇ ئەڭ=D=ئەڭ نادان=A=نادان كىشىلەرنىڭ=N=كىشى دەيدىغان=V=دە گىپى=N=گەپ .=N=.
情感分数 = -4.290001	ھازىر=P=ھازىر ياشلار=N=ياش مۇھەببەتلىشىشتە=N=مۇھەببەت تۈرلۈك=A=تۈر باھانەسەۋەبلەرنى=N=باھانەسەۋەب توقۇپ=V=توقۇ ئاتا=N=ئاتا ئانىسىنىڭ=N=ئانا يىلىكىنى=N=يىلىك شورىماقتا=V=شورا ئۇنداقتا=P=ئۇنداق ئالىي=A=ئالىي مەكتەپ=N=مەكتەپ ئوقۇغۇچىلىرىنىڭ=N=ئوقۇغۇچى مۇھەببەت=N=مۇھەببەت باغلىشىدىكى=V=باغلا يۇقىرى=A=يۇقىرى ئىستېمال=N=ئىستېمال مەسىلىسىگە=N=مەسىلە قانداق=P=قانداق قاراش=V=قارا كېرەك=A=كېرەك ؟=N=؟
情感分数 = -4.2900004	سەن=P=سەن ئۇنى=P=ئۇن ئەمەس=V=ئەمەس ئۆز-ئۆزۈڭنىمۇ=N=ئۆز-ئۆزى ئالدىيالىدىڭ=N=ئالدا ،=V=، سەن=P=سەن بىلىپ=V=بىل تۇرۇپ=V=تۇر ئالدانغۇچى=N=ئالدا ۋە=R=ۋە بىلىپ=V=بىل تۇرۇپ=V=تۇر ئالدىغۇچى=N=ئالدا !=N=!
情感分数 = -4.2900004	ئادەمگە=N=ئادەم ئېغىر=A=ئېغىر كىلىدىغىنى=V=كەل ئىشەنچتىن=N=ئىشەنچ كېيىنكى=A=كېيىن ئۈمۈتسىزلىك=A=ئۈمۈتسىز ،=N=، دوستلۇقتىن=N=دوست كېيىنكى=A=كېيىن ناتونۇشلۇق=A=ناتونۇش ،=N=، ئۇنتۇشتىن=N=ئۇنتۇش كېيىنكى=A=كېيىن ئۇچرىشىش=V=ئۇچرا .=N=.
情感分数 = -4.2900004	مەن=P=مەن دىننى=N=دىن قوغدىدۇم=V=قوغدا دەپ=V=دە باشقىلارغا=A=باشقا شەخسىي=A=شەخسىي تاجاۋۇز=N=تاجاۋۇز قىلىدىغان=V=قىل مەن=P=مەن مۇھەببىتىمنى=N=مۇھەببەت ئىزھار=V=ئىزھار قىلىۋاتىمەن=V=قىل دەپ=V=دە جۈپتىنى=N=جۈپ ئازاپتا=A=ئازاپ قىينايدىغان=V=قىينا ئىشلاردىن=N=ئىش ئاللاھ=N=ئاللاھ ئۆزى=P=ئۆز پاناھىدا=N=پاناھ ساقلىسۇن=V=ساقلا
情感分数 = -4.29	ئىنسانني=A=ئىنسان پەزىلەتتىن=N=پەزىلەت مەھرۇم=V=مەھرۇم كىشى=N=كىشى ئۆلۇمگە=N=ئۆل مەھكۇمدۇر=N=مەھكۇم
情感分数 = -4.29	ئەسلى=D=ئەسلى چىۋىننىڭ=N=چىۋىن باھانىسىدە=N=باھانە خوتۇننى=N=خوتۇن راسا=D=راسا بىرنى=M=بىر ئۇرۇپ=V=ئۇر ئۆچۈمنى=N=ئۆچ چىقىرىۋالاي=N=چىق دېگەن=V=دە شۇمۇ=P=شۇ بولمىدى=V=بول
情感分数 = -4.29	ياش=N=ياش تۇرۇپ=V=تۇر چىش=N=چىش ئاغرىقىنىڭ=N=ئاغرىق دەردىنى=N=دەرد ئەجەبمۇ=D=ئەجەب جىق=A=جىق تارتتىم=V=تارت چۈشتىن=N=چۈش كىيىن=D=كىيىن يەنە=D=يەنە شۇ=P=شۇ چىش=N=چىش ئاغرىقى=N=ئاغرىق بىلەن=R=بىلەن دوختۇرخانىغا=N=دوختۇر بارىدىغان=V=بار گەپ=N=گەپ
情感分数 = -4.29	ئۇيغۇرئىكىس=N=ئۇيغۇرئىكىس (=N=( ئوبۇنتۇ=N=ئوبۇنتۇ )=N=) سىستىمىسىنى=N=سېستىما كۆزنەك=N=كۆزنەك 7=V=7 دە=T=دە قاچىلىماق=V=قاچىلا شۇنچىلىك=P=شۇنچىلىك تەسكەنكەنكى=V=تەس ،=N=، بەكلا=D=بەك قولايسىزكەن=N=قولايسىز ،=N=، بىركۈندىن=N=بىركۈن بىر=M=بىر ھىچ=P=ھىچ قاچىلاپ=V=قاچىلا بولالمايۋاتىمەن=V=بول دىسە=N=دىسە ،=N=، رايىم=N=را سەل=D=سەل يىنىپ=N=يان قالدى=V=قال
情感分数 = -4.29	دارۋىننىڭ=N=دارۋىن تەدرىجىي=D=تەدرىجىي تەرەققىيات=N=تەرەققىيات نەزەرىيسىدە=N=نەزەريە دېيىلىشىچە=V=دە ئىنسانلا=N=ئىنسان ھايۋاندىن=N=ھايۋان ئۆزگەرگەنمىش=V=ئۆزگەر ئەمما=R=ئەمما ھازىر=D=ھازىر ئويلاپ=V=ئويلا باقسام=V=باق بەزى=P=بەزى ئىنسانلا=N=ئىنسان بارغانسېرى=D=بارغانسېرى ھايۋانغا=N=ھايۋان ئۆزگەرگىلى=V=ئۆزگەر تۇرۇپتۇ=V=تۇر
情感分数 = -4.29	بىزنىڭ=P=بىز ناھايىتى=D=ناھايىتى چوڭ=A=چوڭ ئالىي=A=ئالىي مەكتەپلەردە=N=مەكتەپ ئوقۇپ=V=ئوقۇ كەلگەن=V=كەل ئوغۇللىرىمىزنى=N=ئوغۇل كۆردۇقكى=N=كۆر ،=N=، خىزمەت=N=خىزمەت ئورۇنلىرىدا=N=ئورۇن قورقۇپ=N=قورق تىترەپ=V=تىترە تۇرۇپ=V=تۇر ،=N=، ناھەقچىلىكنى=N=ناھەق قوبۇل=N=قوبۇل قىلىدۇ=V=قىل ،=N=، رازى=N=رازى بولىدۇ=V=بول ،=N=، سۈكۈت=N=سۈكۈت قىلىپ=V=قىل باش=N=باش ئىگىدۇ=N=ئىگ .=N=.
情感分数 = -4.29	مەيلى=N=مەيلى ئۇ=P=ئۇ ئالىم=N=ئالىم ياكى=R=ياكى قانداق=P=قانداق پۇلدار=N=پۇلدار بۇلۇپ=V=بول كەتسۇن=V=كەت ،=V=، ئۇنىڭ=P=ئۇنىڭ ئىلىمى=V=ئىلىم ھەم=R=ھەم پۇلى=N=پۇل شەيتاننىڭ=N=شەيتان يولىدا=N=يول ،=N=، ياخشىلارغا=N=ياخشى زۇلۇم=N=زۇلۇم ئېلىپ=V=ئال كىلىش=N=كەل يولىدا=N=يول سەرىپ=N=سەرەپ بولىدۇ=V=بول
